ducc_info,test_flag,ba_abbreviation
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""TE CONNECTIVITY OPERATIONS SDN. BHD."",""clientCode"":""u5g3g4AbjMtDeoRFPwR4"",""briefCode"":""TE-MY"",""contractCode"":""ISPG-20250213124702"",""ebsContractCode"":""EKA2025A1024611"",""pin"":""TEHoyt"",""country"":""MY"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""MYR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIVN-TE-MY"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""buyerName"":""TE CONNECTIVITY OPERATIONS SDN. BHD."",""buyerTaxNo"":""200601016112(735864-D)"",""buyerAddress"":""LEVEL 11, MENARA TH 1 SENTRAL,JALAN RAKYAT,KUALA LUMPUR SENTRAL,KUALA LUMPUR,WILAYAH PERSEKUTUAN"",""customerCompanyProperty"":""""},""storeId"":24682489,""iopPin"":""JDi马来内贸段交易"",""iopId"":""5"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English""},""countryNameMap"":{""zh"":""马来西亚站"",""en"":""Malaysia Station"",""ms"":""Stesen Malaysia""},""customerNameVn"":""TE CONNECTIVITY OPERATIONS SDN. BHD."",""customerAddress"":""LEVEL 11, MENARA TH 1 SENTRAL,JALAN RAKYAT,KUALA LUMPUR SENTRAL,KUALA LUMPUR,WILAYAH PERSEKUTUAN"",""jdContractName"":""JINGDONG INDUSTRIALS MALAYSIA SDN. BHD."",""jdContractAddress"":""SUITE 9-13A, LEVEL 9, WISMA UOA II, JALAN PINANG, 50450 KUALA LUMPUR W.P. KUALA LUMPUR MALAYSIA"",""customerNameZh"":""TE CONNECTIVITY OPERATIONS SDN. BHD."",""customerNameEn"":""TE CONNECTIVITY OPERATIONS SDN. BHD."",""customerTax"":""200601016112(735864-D)"",""customerServiceStart"":""2025-02-10"",""customerServiceEnd"":""2026-12-31"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""chiamin.ng1"",""审批人3"":""chenjiaoru""},""merchantId"":""10153""}",0,马来 - 泰科
"{""tradeTerms"":""DAP"",""clientName"":""BYD 乌兹别克斯坦工厂"",""clientCode"":""dRNo6siqU2uwGAfCTsKo"",""briefCode"":""BYD UZ"",""contractCode"":""ISPG-20250305213354"",""ebsContractCode"":""EKA2025A1951871"",""pin"":""BYD_UZ_Buyer_01"",""country"":""CN"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""CNY"",""stations"":[1],""excludeDefaultVatFlag"":false,""shippingMark"":""JDI-UZ-BYD"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":false,""autoConfirmStockUpOrder"":false,""autoConfirmCrossBorderOrder"":false,""customsCountryCode"":""UZ""},""iopPin"":""广州晶东-A1"",""iopId"":""10"",""hoursOfAutoFinish"":120,""language"":{""zh"":""中文"",""en"":""English""},""countryNameMap"":{""zh"":""乌兹别克斯坦站"",""vi"":""Trang Uzbekistan""},""customerNameVn"":""BYD UZBEKISTAN FACTORY"",""customerAddress"":""10G A.Sanoat Street, Bunyodkor MFY, Jizzakh city, Jizzakh region, Republic of Uzbekistan"",""jdContractName"":""深圳京东工业数智供应链有限公司"",""jdContractAddress"":"""",""customerNameZh"":""BYD 乌兹别克斯坦工厂"",""customerNameEn"":""BYD UZBEKISTAN FACTORY"",""customerTax"":""310161998"",""customerServiceStart"":""2025-03-08"",""customerServiceEnd"":""2027-03-08"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""huangjingjing21""},""merchantId"":""10153""}",0,乌兹别克斯坦 - 比亚迪
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""FLEXTRONICS SHAH ALAM SDN BHD"",""clientCode"":""VvPjtKo75NUFqxGm8SIr"",""briefCode"":""Flex-MYJB"",""contractCode"":""ISPG-20250311121659"",""ebsContractCode"":"""",""pin"":""FlexPTP"",""country"":""MY"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""MYR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDI-MY-Flex"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""buyerName"":""FLEXTRONICS SHAH ALAM SDN BHD"",""buyerTaxNo"":""199001015085 (206755-A)"",""buyerAddress"":""PLOT D26, JALAN DPB/4, KAWASAN ZON PERINDUSTRIAN BEBAS, 81560, PELABUHAN TANJUNG PELEPAS, JOHOR."",""customerCompanyProperty"":""""},""storeId"":24682489,""iopPin"":""JDi马来内贸段交易"",""iopId"":""5"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English""},""countryNameMap"":{""zh"":""马来西亚站"",""en"":""Malaysia Station"",""ms"":""Stesen Malaysia""},""customerNameVn"":""FLEXTRONICS SHAH ALAM SDN BHD"",""customerAddress"":""PLOT D26, JALAN DPB/4, KAWASAN ZON PERINDUSTRIAN BEBAS, 81560, PELABUHAN TANJUNG PELEPAS, JOHOR."",""jdContractName"":""JINGDONG INDUSTRIALS MALAYSIA SDN. BHD."",""jdContractAddress"":""SUITE 9-13A, LEVEL 9, WISMA UOA II, JALAN PINANG, 50450 KUALA LUMPUR W.P. KUALA LUMPUR MALAYSIA"",""customerNameZh"":""FLEXTRONICS SHAH ALAM SDN BHD"",""customerNameEn"":""FLEXTRONICS SHAH ALAM SDN BHD"",""customerTax"":""199001015085 (206755-A)"",""customerServiceStart"":"""",""customerServiceEnd"":"""",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""chiamin.ng1"",""审批人3"":""chenjiaoru""},""merchantId"":""10170""}",0,马来 - 伟创力PTP
"{""payType"":""1"",""tradeTerms"":""DAP"",""clientName"":""极米越南科技有限公司"",""clientCode"":""zdukt4pQgrlq2u7P9UF3"",""briefCode"":""XGIMI"",""contractCode"":""ISPG-20250312171201"",""ebsContractCode"":""EKA2025A2126768"",""pin"":""XGIMI-Purchasing1"", ""country"":""VN"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""VND"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIVN-XGIMI"",""companyType"":""1"",""wispOrderListShowStatus"":[1,3,4,80,90,95,5,99],""orderMap"":{""closePriceConfirm"":""0"",""closeUserConfirmPrice"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588""},""storeId"":24682489,""iopPin"":""VNKUAJING"",""iopId"":""4"",""hoursOfAutoFinish"":120,""language"":{""zh"":""中文"",""en"":""English"",""vi"":""Ti?ng Vi?t""},""countryNameMap"":{""zh"":""越南站"",""vi"":""Tr?m Vi?t Nam""},""customerNameVn"":""C?NG TY TNHH C?NG NGH? XGIMI VI?T NAM"",""customerAddress"":""L? CN 4-1, Khu C?ng nghi?p M? Thu?n, X? M? Thu?n, Thành ph? Nam ??nh, Nam ??nh"",""jdContractName"":""C?NG TY TNHH CHU?I CUNG ?NG C?NG NGHI?P JINGDONG (VI?T NAM)"",""jdContractAddress"":""L15-01, Tòa nhà Century Tower, s? 458 ???ng Minh Khai, Ph??ng V?nh Tuy, Qu?n Hai Bà Tr?ng, Thành ph? Hà N?i, Vi?t Nam"",""customerNameZh"":""极米越南科技有限公司"",""customerNameEn"":""XGIMI VIETNAM TECHNOLOGY COMPANY LIMITED"",""customerTax"":""0601269171"",""customerServiceStart"":""2025-02-28"",""customerServiceEnd"":""2026-02-27"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""wangyan138"",""审批人3"":""thanhthao.truongth1""},""merchantId"":""10170""}",0,越南 - 极米
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""PT Contemporary Amperex Technology Indonesia Battery(TEST)"",""clientCode"":""npu8DhB23O4NNobi3t5B"",""briefCode"":""JDIID-CALTATEST"",""contractCode"":""ISPG-20241230143704"",""ebsContractCode"":"""",""pin"":""CATI_IDTesting"",""country"":""ID"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""IDR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIID-CALTATEST"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel_stop"":""accountPeriod"",""jcAgencyCode_stop"":""10588""},""storeId"":24682489,""iopPin"":""JDi印尼站"",""iopId"":""8"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""id"":""Indonesia""},""countryNameMap"":{""zh"":""印尼站"",""en"":""Indonesia Station"",""id"":""Stasiun Indonesia""},""customerNameVn"":""PT Contemporary Amperex Technology Indonesia Battery"",""customerAddress"":""SOPO DEL OFFICE TOWER A 22ND FLOOR,JALANN MEGA KUINGAN,BARAT III LOT 10.1-6, MEGA KUNINGAN AREA, Desa/Kelurahan,Kuningan Timur, Kec. Setiabudi, Kota Adm.Jakarta Selatan, Provinsi DKl,Jakarta"",""jdContractName"":""PT JINGDONG INDUSTRIALS INDONESIA"",""jdContractAddress"":""L15-01, Tòa nhà Century Tower, s? 458 ???ng Minh Khai, Ph??ng V?nh Tuy, Qu?n Hai Bà Tr?ng, Thành ph? Hà N?i, Vi?t Nam"",""customerNameZh"":""PT Contemporary Amperex Technology Indonesia Battery"",""customerNameEn"":""PT Contemporary Amperex Technology Indonesia Battery"",""customerTax"":""129038956063000"",""customerServiceStart"":"""",""customerServiceEnd"":"""",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""liaoyonge1"",""审批人3"":""zhaowei67""},""merchantId"":""10170""}",1,暂无
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""Smoore测试账号"",""clientCode"":""8WP1JQPePuellhdZ9xq4"",""briefCode"":""JDIID-SMOOREtest"",""contractCode"":""ISPG-20250326121248"",""ebsContractCode"":""EKA2025A1393639test"",""pin"":""SmooreTest-Purchase"",""country"":""ID"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""IDR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIID-SMOOREtest"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""buyerName"":""Smoore测试账号"",""buyerTaxNo"":""427456801657000"",""buyerAddress"":""JL. PERUSAHAAN NO. 46, Desa/Kelurahan Banjararum, Kec. Singosari,Kab. Malang, Provinsi Jawa Timur,Kode Pos:65153"",""customerCompanyProperty"":""/"",""shipFromStock"":1},""storeId"":24682489,""iopPin"":""JDi印尼站"",""iopId"":""8"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""id"":""Indonesia""},""countryNameMap"":{""zh"":""印尼站"",""en"":""Indonesia Station"",""id"":""Stasiun Indonesia""},""customerNameVn"":""Smoore测试账号"",""customerAddress"":""JL. PERUSAHAAN NO. 46, Desa/Kelurahan Banjararum, Kec. Singosari,Kab. Malang, Provinsi Jawa Timur,Kode Pos:65153"",""jdContractName"":""PT JINGDONG INDUSTRIALS INDONESIA"",""jdContractAddress"":""Jl. KH. Hasyim Ashari No. 3C, Desa/Kelurahan Petojo Utara, Kec. Gambir, Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta, Kode Pos:10130"",""customerNameZh"":""Smoore测试账号"",""customerNameEn"":""Smoore测试账号"",""customerTax"":""427456801657000"",""customerServiceStart"":""2025-03-01"",""customerServiceEnd"":""2028-02-28"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""liaoyonge1""},""merchantId"":""10153""}",1,暂无
"{""payType"":""1"",""tradeTerms"":""CIF"",""clientName"":""卡拉拉矿业有限公司"",""clientCode"":""fAOKalQXRlrPnmsjHSpW"",""briefCode"":""KARARA"",""contractCode"":""ISPG-20250326145405"",""ebsContractCode"":""EKA2025A2632652"",""pin"":""JDKARARAT3"", ""country"":""CN"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""CNY"",""stations"":[1],""excludeDefaultVatFlag"":true,""shippingMark"":""JDI-AU-KARARA"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":true,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""customsCountryCode"":""AU"",""shipFromStock"":1},""storeId"":24688213,""iopPin"":""广州晶东-A1"",""iopId"":""2"",""hoursOfAutoFinish"":120,""language"":{""zh"":""中文"",""en"":""English""},""countryNameMap"":{""zh"":""澳大利亚站""},""customerNameVn"":""Karara Mining Limited"",""customerAddress"":""Level 2, London House 216 St George's Terrace Perth WA  6000"",""jdContractName"":""深圳京东工业数智供应链有限公司"",""jdContractAddress"":"""",""customerNameZh"":""卡拉拉矿业有限公司"",""customerNameEn"":""Karara Mining Limited"",""customerTax"":""092469027"",""customerServiceStart"":""2025-03-20"",""customerServiceEnd"":""2026-03-19"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""huangjingjing21""},""merchantId"":""10170""}",0,澳大利亚 - 卡拉拉
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""青山印尼科技有限公司"",""clientCode"":""2aBU7f6PLm95whhg4HNG"",""briefCode"":""JDIID-QINGSHANA"",""contractCode"":""ISPG-20250409102238"",""ebsContractCode"":""2025A2834212"",""pin"":""Qingshan_IDPurchase"",""country"":""ID"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""IDR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIVN-JDIID-QINGSHANA"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""buyerName"":""PT BLOOM TRADING INDONESIA"",""buyerTaxNo"":""0635 4360 2508 6000"",""buyerAddress"":""GEDUNG IMIP, JALAN BATU MULIA 8, Desa/Kelurahan Meruya Utara, Kec. Kembangan, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Kode Pos:11620"",""customerCompanyProperty"":""/"",""shipFromStock"":1,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588""},""storeId"":24682489,""iopPin"":""JDi印尼站"",""iopId"":""8"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""id"":""Indonesia""},""countryNameMap"":{""zh"":""印尼站"",""en"":""Indonesia Station"",""id"":""Stasiun Indonesia""},""customerNameVn"":""PT BLOOM TRADING INDONESIA"",""customerAddress"":""GEDUNG IMIP, JALAN BATU MULIA 8, Desa/Kelurahan Meruya Utara, Kec. Kembangan, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Kode Pos:11620"",""jdContractName"":""PT JINGDONG INDUSTRIALS INDONESIA"",""jdContractAddress"":""Jl. KH. Hasyim Ashari No. 3C, Desa/Kelurahan Petojo Utara, Kec. Gambir, Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta, Kode Pos:10130"",""customerNameZh"":""青山印尼科技有限公司"",""customerNameEn"":""PT BLOOM TRADING INDONESIA"",""customerTax"":""0635 4360 2508 6000"",""customerServiceStart"":""2025-03-24"",""customerServiceEnd"":""2025-12-31"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""liaoyonge1""},""merchantId"":""10170"",""uatUserFlag"":false}",0,印尼 - 青山
"{""payType"":""1"",""tradeTerms"":""DAP"",""clientName"":""C?NG TY TNHH MICRO COMMERCIAL COMPONENTS VI?T NAM"",""clientCode"":""q4CeHQoCi2IvZsHfNQ9L"",""briefCode"":""MICRO"",""contractCode"":""ISPG-20250109173112"",""ebsContractCode"":""EKA2025A0281376"",""pin"":""MICRO-Purchasing"",""country"":""VN"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""VND"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIVN-MICRO"",""companyType"":""1"",""wispOrderListShowStatus"":[1,3,4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""0"",""closeUserConfirmPrice"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588""},""storeId"":24682489,""iopPin"":""VNKUAJING"",""iopId"":""4"",""hoursOfAutoFinish"":120,""language"":{""zh"":""中文"",""en"":""English"",""vi"":""Ti?ng Vi?t""},""countryNameMap"":{""zh"":""越南站"",""vi"":""Tr?m Vi?t Nam""},""customerNameVn"":""C?NG TY TNHH MICRO COMMERCIAL COMPONENTS VI?T NAM"",""customerAddress"":""L? CN2-1, KCN Yên Phong II-C, X? Tam Giang, Huy?n Yên Phong, T?nh B?c Ninh, Vi?t Nam"",""jdContractName"":""C?NG TY TNHH CHU?I CUNG ?NG C?NG NGHI?P JINGDONG (VI?T NAM)"",""jdContractAddress"":""L15-01, Tòa nhà Century Tower, s? 458 ???ng Minh Khai, Ph??ng V?nh Tuy, Qu?n Hai Bà Tr?ng, Thành ph? Hà N?i, Vi?t Nam"",""customerNameZh"":""MICRO COMMERCIAL COMPONENTS VIETNAM COMPANY LIMITED"",""customerNameEn"":""MICRO COMMERCIAL COMPONENTS VIETNAM COMPANY LIMITED"",""customerTax"":""2301255213"",""customerServiceStart"":"""",""customerServiceEnd"":"""",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""wangyan138"",""审批人3"":""thanhthao.truongth1""},""merchantId"":""10170""}",0,越南 - 美微科
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""BYD测试账号"",""clientCode"":""uKPZg0kRFaPN3xixuzun"",""briefCode"":""JDIID-BYDEtest"",""contractCode"":""ISPG-20250327142542"",""ebsContractCode"":""EKA2025A0673447test"",""pin"":""BYD_IDPurchaseTEST"",""country"":""ID"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""IDR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIID-BYDEtest"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""buyerName"":""BYD测试账号"",""buyerTaxNo"":""0039605431011000"",""buyerAddress"":""WORLDTRADECENTER5,7THFLOOR,JALANJENDER KARET,SETIABUDI，KOTAADM.JAKARTA SELATAN DKI JAKARTA"",""customerCompanyProperty"":""/"",""shipFromStock"":1},""storeId"":24682489,""iopPin"":""JDi印尼站"",""iopId"":""8"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""id"":""Indonesia""},""countryNameMap"":{""zh"":""印尼站"",""en"":""Indonesia Station"",""id"":""Stasiun Indonesia""},""customerNameVn"":""BYD测试账号"",""customerAddress"":""WORLDTRADECENTER5,7THFLOOR,JALANJENDER KARET,SETIABUDI，KOTAADM.JAKARTA SELATAN DKI JAKARTA"",""jdContractName"":""PT JINGDONG INDUSTRIALS INDONESIA"",""jdContractAddress"":""Jl. KH. Hasyim Ashari No. 3C, Desa/Kelurahan Petojo Utara, Kec. Gambir, Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta, Kode Pos:10130"",""customerNameZh"":""BYD测试账号"",""customerNameEn"":""BYD测试账号"",""customerTax"":""0039605431011000"",""customerServiceStart"":""2024-12-01"",""customerServiceEnd"":""2027-11-30"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""liaoyonge1""},""merchantId"":""10153""}",1,暂无
"{""payType"":""1"",""tradeTerms"":""DAP"",""clientName"":""越南精能科技有限公司"",""clientCode"":""vgfipkifevvLwkIlFmtZ"",""briefCode"":""EXPT"",""contractCode"":""ISPG-20250331174951"",""ebsContractCode"":""EKA2025A2901475"",""pin"":""JINGNENG-Purchasing"", ""country"":""VN"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""VND"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIVN-EXPT"",""companyType"":""1"",""wispOrderListShowStatus"":[1,3,4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""0"",""closeUserConfirmPrice"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""shipFromStock"":1},""storeId"":24682489,""iopPin"":""VNKUAJING"",""iopId"":""4"",""hoursOfAutoFinish"":120,""language"":{""zh"":""中文"",""en"":""English"",""vi"":""Ti?ng Vi?t""},""countryNameMap"":{""zh"":""越南站"",""vi"":""Tr?m Vi?t Nam""},""customerNameVn"":""C?NG TY TNHH KHOA H?C K? THU?T EXQUISITE POWER VI?T NAM"",""customerAddress"":""L? CN5-05B, KCN Nam ?ình V?, Ph??ng ??ng H?i 2, Qu?n H?i An, H?i Phòng"",""jdContractName"":""C?NG TY TNHH CHU?I CUNG ?NG C?NG NGHI?P JINGDONG (VI?T NAM)"",""jdContractAddress"":""L15-01, Tòa nhà Century Tower, s? 458 ???ng Minh Khai, Ph??ng V?nh Tuy, Qu?n Hai Bà Tr?ng, Thành ph? Hà N?i, Vi?t Nam"",""customerNameZh"":""越南精能科技有限公司"",""customerNameEn"":""VIETNAM EXQUISITE POWER TECHNOLOGY COMPANY LIMITED"",""customerTax"":""0202208949"", ""customerServiceStart"":""2025-03-25"",""customerServiceEnd"":""2026-03-24"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""wangyan138"",""审批人3"":""thanhthao.truongth1""},""merchantId"":""10170""}",0,越南 - 精能
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""比亚迪匈牙利汽车有限公司"",""clientCode"":""vwDJVCbN0ujKVZTEbdoZ"",""briefCode"":"""",""contractCode"":""ISPG-20241205175255"",""ebsContractCode"":""EKA2025A1186087"",""pin"":""比亚迪汽车HU后勤采购"",""country"":""HU"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""EUR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":"""",""companyType"":""2"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":true,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""shipFromStock"":1},""storeId"":24682489,""iopPin"":""国际-匈牙利站"",""iopId"":""7"",""hoursOfAutoFinish"":120,""language"":{""zh"":""中文"",""en"":""英文""},""countryNameMap"":{""zh"":""匈牙利站"",""en"":""Hungary Station""},""customerNameVn"":"""",""customerAddress"":""6728 Szeged, Budapesti út 15."",""jdContractName"":"""",""jdContractAddress"":"""",""customerNameZh"":""比亚迪匈牙利汽车有限公司"",""customerNameEn"":""BYD Auto Hungary Kft."",""customerTax"":""32461239-2-06"", ""customerServiceStart"":""2025-02-15"",""customerServiceEnd"":""2027-09-04"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""tianchangqun""},""merchantId"":""10170"",""countryType"":1}",0,匈牙利 - 比亚迪后勤
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""PERUSAHAAN OTOMOBIL NASIONAL SDN. BHD."",""clientCode"":""o3eGH7PDkWtw2KHenN7r"",""briefCode"":""PONSM-MY"",""contractCode"":""ISPG-20250328202259"",""ebsContractCode"":"""",""pin"":""ProtonBuyer1"",""country"":""MY"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""MYR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIVN-PONSM-MY"",""companyType"":""1"",""wispOrderListShowStatus"":[4, 80, 90, 95, 5, 99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""buyerName"":""FLEXTRONICS SHAH ALAM SDN BHD"",""buyerTaxNo"":""199001015085 (206755-A)"",""buyerAddress"":""PLOT D26, JALAN DPB/4, KAWASAN ZON PERINDUSTRIAN BEBAS, 81560, PELABUHAN TANJUNG PELEPAS, JOHOR."",""customerCompanyProperty"":"""",""shipFromStock"":1},""storeId"":24682489,""iopPin"":""JDi马来内贸段交易"",""iopId"":""5"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English""},""countryNameMap"":{""zh"":""马来西亚站"",""en"":""Malaysia Station"",""ms"":""Stesen Malaysia""},""customerNameVn"":""PERUSAHAAN OTOMOBIL NASIONAL SDN. BHD."",""customerAddress"":""CENTRE OF EXCELLENCE, KM33.8, WESTBOUND SHAH ALAM EXPRESSWAY SUBANG JAYA, 47600 SELANGOR"",""jdContractName"":""JINGDONG INDUSTRIALS MALAYSIA SDN. BHD."",""jdContractAddress"":""SUITE 9-13A, LEVEL 9, WISMA UOA II, JALAN PINANG, 50450 KUALA LUMPUR W.P. KUALA LUMPUR MALAYSIA"",""customerNameZh"":""PERUSAHAAN OTOMOBIL NASIONAL SDN. BHD."",""customerNameEn"":""PERUSAHAAN OTOMOBIL NASIONAL SDN. BHD."",""customerTax"":""198301005788 (100995-U)"",""customerServiceStart"":"""",""customerServiceEnd"":"""",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""chiamin.ng1"",""审批人3"":""chenjiaoru""},""merchantId"":""10170""}",0,马来 - Proton
